MAKE,Model,Version,Año,Header Description,Body Style,Transmission,Número de Puertas,Cab Type,Driven Wheels,MSRP,Photo Path,VehicleID,Asientos delanteros con ventilación (conductor / pasajero),Tipo de Hybrid,Pantalla táctil,Integración móvil para Apple CarPlay,Rieles de techo,Quemacocos delantero,Seguros eléctricos en las puertas,Ventanas eléctricas (adelante / atrás),Volante eléctrico ajustable,Asistente de estacionamiento frontal,Plug-in,Aire acondicionado,Precio de transacción,Preparación para remolque,Apertura remota del maletero/puerta posterior,Ruedas traseras,Bolsas de aire laterales tipo cortina (adelante / de adelante h,Capacidad de asientos,Zonas con control del clima,Enchufe de carga,Enchufe de 12V (adelante / atrás / zona de carga),Asientos delanteros con calefacción (conductor / pasajero),Techo corredizo delantero,Control de estabilidad,Cámara de punto ciego,Caballos de fuerza,Bolsas de aire delanteras (conductor / pasajero),Sistema de alerta de colisión,Limpiaparabrisas con sensores de lluvia,Bocinas,Llave inteligente,ABS,Tracción,Asistente de estacionamiento trasero,"Tapizado adicional de asiento ",Combinado (km/l),Control eléctrico de tracción,Integración móvil para Android Auto,Bolsas de aire para las rodillas (conductor / pasajero),Tipo,Faros delanteros,Ruedas delanteras,Cierre automático del maletero/puerta posterior,Control de frenado en curvas,Modo de manejo de dirección,Motor,Bolsas de aire antisumergimiento (atrás / tercera fila),Cámara con vista envolvente,Luces antiniebla delanteras,Tercera fila de asientos,Bolsas de aire laterales (adelante / atrás / tercera fila),"Cámara de punto ciego ",Sensor de advertencia del punto ciego,Control automático de la velocidad,Longitud (mm),Tipo de combustible,Enganche de remolque
BMW,M,X4 M Competition,2025,BMW M X4 M Competition,Todo Terreno,Automático,5,No disponible,AWD,2235000.0,/SSCMEX/BMW/X4/2025/5OD-4.JPG,823220220250101,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"No Disponible ",No Disponible,Estándar,2175000.00,No disponible,No Disponible,"21"" Aluminio",null,5,Tres,null,Estándar / Estándar / Estándar,Estándar / Estándar,No disponible,"Estándar ",null,510,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,4x4,"I, Estándar ",Piel,10.8,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","21"" Aluminio","Estándar ",Estándar,Incluido,3.0L En Línea6,No Disponible / No Disponible,"No Disponible ",Estándar,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"Estándar ",4758,Gasolina,No Disponible
Abarth,Pulse,Abarth,2025,Abarth Pulse Abarth,Todo Terreno,Automático,5,No disponible,FWD,504900.0,/SSCMEX/ABARTH/PULSE/2025/5OD.JPG,840294720250401,No Disponible / No Disponible,No disponible,Estándar,Estándar,Estándar,No Disponible,Estándar,Estándar / Estándar,Estándar,"No Disponible ",No Disponible,Estándar,504900.00,No disponible,No Disponible,"18"" Aluminio",null,5,Una,null,Estándar / No Disponible / No Disponible,No Disponible / No Disponible,No disponible,"Estándar ",null,173,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,delantera,"Visualización De Guía, Estándar ",Piel,17.2,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","18"" Aluminio","No Disponible ",No Disponible,No disponible,1.3L En Línea4,No Disponible / No Disponible,"No Disponible ",Estándar,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"Estándar ",4099,Gasolina Premium,No Disponible
Fiat,Pulse,Drive MT,2025,Fiat Pulse Drive MT,Todo Terreno,Manual,5,No disponible,FWD,372900.0,/SSCMEX/FIAT/PULSE/2025/5OD.JPG,832856320250501,No Disponible / No Disponible,No disponible,Estándar,Estándar,Estándar,No Disponible,Estándar,Estándar / Estándar,Estándar,"No Disponible ",No Disponible,Estándar,357900.00,No disponible,No Disponible,"16"" Aluminio",null,5,Una,null,Estándar / No Disponible / No Disponible,No Disponible / No Disponible,No disponible,"Estándar ",null,97,Estándar / Estándar,"No Disponible ",No disponible,No disponible,No Disponible,Estándar,delantera,"Visualización De Guía, Estándar ",Opcional Tela,18.2,No disponible,Estándar,No Disponible / No Disponible,Manual,"Led ","16"" Aluminio","No Disponible ",No Disponible,No disponible,1.3L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,No Disponible,"Estándar ",4099,Gasolina Premium,No Disponible
Acura,Integra,Type S,2025,Acura Integra Type S,Liftback,Manual,5,No disponible,FWD,1119900.0,/SSCMEX/ACURA/INTEGRA/2025/5HA.JPG,838782320250114,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,No Disponible,Estándar,Estándar / Estándar,Estándar,"No Disponible ",No Disponible,Estándar,1119900.00,No disponible,No Disponible,"19"" Aluminio",null,4,Dos,null,Estándar / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Estándar ",null,315,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,delantera,"Visualización De Guía, Estándar ",Opcional Alcantara,13.8,No disponible,Estándar,Estándar / Estándar,Manual,"Led ","19"" Aluminio","No Disponible ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Estándar / No Disponible,No Disponible,Estándar,"Estándar ",4725,Gasolina Premium,No Disponible
BMW,Serie 4 Coupe,M440i xDrive,2025,BMW Serie 4 Coupe M440i xDrive,Coupe,Automático,2,No disponible,AWD,1580000.0,/SSCMEX/BMW/SERIES 4/2025/2CO-4.JPG,824188420250101,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No Disponible,No disponible,1520000.00,No disponible,No disponible,"18"" Aluminio",null,No disponible,No disponible,null,No disponible,No disponible,No disponible,No disponible,null,387,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,4x4,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,Automático,No disponible,"18"" Aluminio",No disponible,No disponible,No disponible,3.0L En Línea6,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,4640,Gasolina Premium,No disponible
Audi,A3,RS 3 Sedan TFSI,2024,Audi A3 RS 3 Sedan TFSI,Sedan,Automático,4,No disponible,AWD,1544900.0,/SSCMEX/AUDI/A3/2024/4SA-4.JPG,834532520250202,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"J, Estándar ",No Disponible,Opcional,1529451.00,No disponible,No Disponible,"19"" Aluminio, Opcional 19x8.0"" Aluminio",null,5,"Dos, Opcional Tres",null,Estándar / Estándar / Estándar,Opcional / Opcional,No disponible,"Estándar ",null,400,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,4x4,"J, Estándar ",Opcional Cuero Premium,11.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","19"" Aluminio, Opcional 19x9.0"" Aluminio","No Disponible ",No Disponible,Incluido,2.5L En Línea5,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Estándar ",4542,Gasolina Premium,No Disponible
Audi,A3,2.0 Sedan 40 TFSI S Line S tronic,2024,Audi A3 2.0 Sedan 40 TFSI S Line S tronic,Sedan,Automático,4,No disponible,FWD,869900.0,/SSCMEX/AUDI/A3/2024/4SA.JPG,725315420240304,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / Estándar,Estándar,"M, Estándar ",No Disponible,Opcional,812889.86,No disponible,No Disponible,"18"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,"Dos, Opcional Tres",null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control® (ESC)",null,190,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Keyless Entry , Estándar",Estándar,delantera,"M, Estándar ","Opcional Piel Sintética, Opcional Cuero Premium",16.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","18"" Aluminio, Opcional 18x8.0"" Aluminio","Estándar ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,No Disponible,Opcional,"Opcional ",4495,Gasolina Premium,No Disponible
Audi,A3,1.4 Sedan 35 TFSI Dynamic Tiptronic AT,2024,Audi A3 1.4 Sedan 35 TFSI Dynamic Tiptronic AT,Sedan,Automático,4,No disponible,FWD,699900.0,/SSCMEX/AUDI/A3/2024/4SA.JPG,729545520240304,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / Estándar,Estándar,Opcional J,No Disponible,Estándar,654031.05,No disponible,No Disponible,"17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,Dos,null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control® (ESC)",null,150,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Keyless Entry , Estándar",Estándar,delantera,"Opcional Visualización De Guía, Opcional J","Opcional Piel Sintética, Opcional Tela",17.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Halógeno ","17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio","No Disponible ",No Disponible,Opcional Incluido,1.4L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4495,Gasolina Premium,No Disponible
Audi,A3,1.4 Sedan 35 TFSI Select Tiptronic AT,2024,Audi A3 1.4 Sedan 35 TFSI Select Tiptronic AT,Sedan,Automático,4,No disponible,FWD,744900.0,/SSCMEX/AUDI/A3/2024/4SA.JPG,729545420240304,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / Estándar,Estándar,Opcional J,No Disponible,Opcional,696081.92,No disponible,No Disponible,"17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,"Dos, Opcional Tres",null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control® (ESC)",null,150,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Keyless Entry , Estándar",Estándar,delantera,"Opcional Visualización De Guía, Opcional J","Opcional Piel Sintética, Opcional Tela",17.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio","Estándar ",No Disponible,Opcional Incluido,1.4L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / No Disponible / No Disponible,No Disponible,Opcional,"Opcional ",4495,Gasolina Premium,No Disponible
Audi,A3,1.4 Sedan 35 TFSI Select Tiptronic AT,2025,Audi A3 1.4 Sedan 35 TFSI Select Tiptronic AT,Sedan,Automático,4,No disponible,FWD,799900.0,/SSCMEX/AUDI/A3/2025/4SA.JPG,729545420250506,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"M, Estándar ",No Disponible,Opcional,767904.00,No disponible,No Disponible,"17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,"Dos, Opcional Tres",null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,150,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,delantera,"Opcional , M, Opcional Visualización De Guía",Opcional Piel Sintética,17.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio","Estándar ",No Disponible,Opcional Incluido,1.4L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,No Disponible,Opcional,"Opcional ",4504,Gasolina Premium,No Disponible
Audi,A3,1.4 Sedan 35 TFSI Dynamic Tiptronic AT,2025,Audi A3 1.4 Sedan 35 TFSI Dynamic Tiptronic AT,Sedan,Automático,4,No disponible,FWD,754900.0,/SSCMEX/AUDI/A3/2025/4SA.JPG,729545520250506,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / Estándar,Estándar,"M, Estándar ",No Disponible,Opcional,724704.00,No disponible,No Disponible,"17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,"Dos, Opcional Tres",null,Estándar / No Disponible / No Disponible,Opcional / Opcional,No disponible,"Estándar ",null,150,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,delantera,"Opcional , M, Opcional Visualización De Guía","Opcional Tela, Opcional Piel Sintética",17.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","17"" Aluminio, Opcional 17x8.0"" Aluminio, Opcional 18x8.0"" Aluminio","Estándar ",No Disponible,Opcional Incluido,1.4L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,No Disponible,Opcional,"Opcional ",4504,Gasolina Premium,No Disponible
Audi,A3,RS 3 Sedan TFSI,2025,Audi A3 RS 3 Sedan TFSI,Sedan,Automático,4,No disponible,AWD,1624900.0,/SSCMEX/AUDI/A3/2025/4SA-4.JPG,834532520250401,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"J, Estándar ",No Disponible,Opcional,1624900.00,No disponible,No Disponible,"19"" Aluminio, Opcional 19x8.0"" Aluminio",null,5,Opcional Tres,null,Estándar / Estándar / Estándar,Opcional / Opcional,No disponible,"Estándar ",null,400,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,4x4,"J, Estándar ",Opcional Cuero Premium,12.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","19"" Aluminio, Opcional 19x9.0"" Aluminio","Estándar ",No Disponible,Incluido,2.5L En Línea5,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Estándar / No Disponible,No Disponible,Opcional,"Estándar ",4533,Gasolina Premium,No Disponible
Audi,A3,1.4 Sedan 35 TFSI S Line S tronic,2025,Audi A3 1.4 Sedan 35 TFSI S Line S tronic,Sedan,Automático,4,No disponible,FWD,874900.0,/SSCMEX/AUDI/A3/2025/4SA.JPG,846111720250506,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"M, Estándar ",No Disponible,Estándar,839904.00,No disponible,No Disponible,"18"" Aluminio, Opcional 18x8.0"" Aluminio",null,5,Tres,null,Estándar / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Estándar ",null,150,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,delantera,"M, Estándar ",Opcional Piel Sintética,16.4,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","18"" Aluminio, Opcional 18x8.0"" Aluminio","Estándar ",No Disponible,Incluido,1.4L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,No Disponible,Opcional,"Estándar ",4504,Gasolina Premium,No Disponible
Acura,Integra,A-Spec,2025,Acura Integra A-Spec,Liftback,Automático,5,No disponible,FWD,869900.0,/SSCMEX/ACURA/INTEGRA/2025/5HA.JPG,833842120250603,No Disponible / No Disponible,No disponible,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,"No Disponible ",No Disponible,Estándar,849900.00,No disponible,No Disponible,"18"" Aluminio",null,5,Dos,null,Estándar / No Disponible / No Disponible,Estándar / Estándar,No disponible,"Estándar ",null,200,Estándar / Estándar,"Estándar ",No disponible,No disponible,Estándar,Estándar,delantera,"Visualización De Guía, Estándar ",Opcional Alcantara,18.3,No disponible,Estándar,Estándar / Estándar,Automático,"Led ","18"" Aluminio","No Disponible ",No Disponible,Incluido,1.5L En Línea4,No Disponible / No Disponible,"No Disponible ",Estándar,No Disponible,Estándar / Estándar / No Disponible,No Disponible,Estándar,"Estándar ",4735,Gasolina Premium,No Disponible
Audi,A4,MHEV 40 TFSI Select S tronic,2024,Audi A4 MHEV 40 TFSI Select S tronic,Sedan,Automático,4,No disponible,FWD,939900.0,/SSCMEX/AUDI/A4/2024/4SA.JPG,765598120241001,No Disponible / No Disponible,Hibrido Mixto,Estándar,Estándar,No Disponible,Opcional,Estándar,Estándar / Estándar,Estándar,Opcional Autoestacionamiento Y Salida Completo,No Disponible,Opcional,878302.00,No disponible,No Disponible,"17"" Aluminio, Opcional 17x7.5"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio",null,5,"Una, Opcional Tres",null,Estándar / Opcional / Estándar,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control (ESC)",null,190,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Keyless Entry , Estándar",Estándar,delantera,"Visualización De Guía, Opcional J","Piel Sintética, Opcional Piel",16.3,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","17"" Aluminio, Opcional 17x7.5"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio","No Disponible ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,Opcional,Opcional,"Estándar ",4762,Gasolina Premium,No Disponible
Audi,A4,MHEV 40 TFSI Dynamic S tronic,2024,Audi A4 MHEV 40 TFSI Dynamic S tronic,Sedan,Automático,4,No disponible,FWD,889900.0,/SSCMEX/AUDI/A4/2024/4SA.JPG,765593420241001,Opcional / Opcional,Hibrido Mixto,Estándar,Estándar,No Disponible,Opcional,Opcional,Estándar / Estándar,Estándar,Opcional Autoestacionamiento Y Salida Completo,No Disponible,Opcional,831579.00,No disponible,No Disponible,"17"" Aluminio, Opcional 17x7.5"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio",null,5,"Una, Opcional Tres",null,Estándar / Opcional / No Disponible,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control (ESC)",null,190,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Opcional, Keyless Go ",Estándar,delantera,Opcional J,"Piel Sintética, Opcional Piel",16.3,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","17"" Aluminio, Opcional 17x7.5"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio","No Disponible ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,Opcional,Opcional,"Estándar ",4762,Gasolina Premium,No Disponible
Audi,A4,MHEV 40 TFSI S line S tronic,2024,Audi A4 MHEV 40 TFSI S line S tronic,Sedan,Automático,4,No disponible,FWD,1014900.0,/SSCMEX/AUDI/A4/2024/4SA.JPG,819366620241001,No Disponible / No Disponible,Hibrido Mixto,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,Opcional Autoestacionamiento Y Salida Completo,No Disponible,Opcional,948387.00,No disponible,No Disponible,"18"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio, Opcional 17x7.5"" Aluminio",null,5,"Una, Opcional Tres",null,Estándar / Opcional / Estándar,Opcional / Opcional,No disponible,"Estándar , Electronic Stability Control (ESC)",null,190,Estándar / Estándar,"Opcional ",No disponible,No disponible,"Keyless Entry , Estándar",Estándar,delantera,"Visualización De Guía, Opcional J","Opcional Piel, Opcional Cuero Premium",16.3,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","18"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio, Opcional 17x7.5"" Aluminio","No Disponible ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,Opcional,Opcional,"Estándar ",4762,Gasolina Premium,No Disponible
Audi,A4,MHEV 40 TFSI S line S tronic,2025,Audi A4 MHEV 40 TFSI S line S tronic,Sedan,Automático,4,No disponible,FWD,1044900.0,/SSCMEX/AUDI/A4/2025/4SA.JPG,819366620250401,No Disponible / No Disponible,Hibrido Mixto,Estándar,Estándar,No Disponible,Estándar,Estándar,Estándar / Estándar,Estándar,Opcional Autoestacionamiento Y Salida Completo,No Disponible,Opcional,982206.00,No disponible,No Disponible,"18"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio, Opcional 17x7.5"" Aluminio",null,5,"Una, Opcional Tres",null,Estándar / Estándar / Estándar,Opcional / Opcional,No disponible,"Estándar ",null,190,Estándar / Estándar,"Opcional ",No disponible,No disponible,Estándar,Estándar,delantera,"Visualización De Guía, Opcional J","Opcional Cuero Premium, Opcional Piel",16.3,No disponible,Estándar,No Disponible / No Disponible,Automático,"Led ","18"" Aluminio, Opcional 18x8.0"" Aluminio, Opcional 19x8.5"" Aluminio, Opcional 17x7.5"" Aluminio","No Disponible ",No Disponible,Incluido,2.0L En Línea4,No Disponible / No Disponible,"No Disponible ",No Disponible,No Disponible,Estándar / Opcional / No Disponible,Opcional,Opcional,"Estándar ",4762,Gasolina Premium,No Disponible
